order_item_id,order_id,product_id,quantity,unit_price,subtotal
576,195,43,5,301.83,1509.15
577,195,61,2,198.14,396.28
578,196,2,3,135.97,407.91
579,196,54,3,253.69,761.07
580,196,38,5,236.98,1184.9
581,196,55,4,7.99,31.96
582,196,83,3,261.57,784.71
583,197,66,2,57.69,115.38
584,197,80,3,99.12,297.36
585,197,31,5,189.42,947.1
586,197,16,2,326.89,653.78
587,198,38,4,236.98,947.92
588,198,87,1,62.98,62.98
589,198,100,3,445.88,1337.64
590,199,87,5,62.98,314.9
591,199,53,5,81.62,408.1
592,199,28,4,339.95,1359.8
593,199,90,4,408.87,1635.48
594,199,80,5,99.12,495.6
595,200,73,5,292.48,1462.4
596,200,43,4,301.83,1207.32
597,201,55,1,7.99,7.99
598,201,12,1,155.89,155.89
599,201,64,4,312.55,1250.2
600,201,79,5,371.19,1855.95
601,202,78,2,212.2,424.4
602,202,42,1,293.85,293.85
603,202,58,4,335.84,1343.36
604,202,53,3,81.62,244.86
605,202,89,3,31.13,93.39
606,203,4,3,32.34,97.02
607,203,2,1,135.97,135.97
608,204,40,2,240.44,480.88
609,204,7,4,193.83,775.32
610,204,38,3,236.98,710.94
611,204,21,5,378.89,1894.45
612,204,97,1,128.06,128.06
613,205,5,2,478.84,957.68
614,205,19,5,475.4,2377
615,205,2,5,135.97,679.85
616,205,55,3,7.99,23.97
617,205,56,2,470.14,940.28
618,206,85,2,280.61,561.22
619,206,82,3,384.62,1153.86
620,206,44,4,33.27,133.08
621,206,32,5,222.65,1113.25
622,207,29,1,319.49,319.49
623,207,13,3,82.49,247.47
624,208,64,2,312.55,625.1
625,208,26,4,340.88,1363.52
626,208,90,5,408.87,2044.35
627,209,31,4,189.42,757.68
628,209,93,1,466.68,466.68
629,209,12,1,155.89,155.89
630,209,49,5,473.45,2367.25
631,209,37,3,38.31,114.93
632,210,20,5,44.45,222.25
633,210,16,4,326.89,1307.56
634,210,61,5,198.14,990.7
635,210,95,5,324.44,1622.2
636,210,63,5,35.03,175.15
637,211,21,4,378.89,1515.56
638,211,1,5,260.57,1302.85
639,211,74,4,194.94,779.76
640,212,48,4,185.45,741.8
641,212,59,3,53.72,161.16
642,212,88,1,325.82,325.82
643,212,15,5,480.15,2400.75
644,213,47,4,252.09,1008.36
645,214,65,4,448.5,1794
646,214,51,3,300.89,902.67
647,214,64,3,312.55,937.65
648,215,83,3,261.57,784.71
649,215,89,4,31.13,124.52
650,215,68,4,454.12,1816.48
651,215,66,3,57.69,173.07
652,215,11,1,80.79,80.79
653,216,5,5,478.84,2394.2
654,216,48,1,185.45,185.45
655,217,42,3,293.85,881.55
656,217,52,3,268.32,804.96
657,217,84,3,463.93,1391.79
658,217,70,4,396.75,1587
659,218,93,2,466.68,933.36
660,218,17,2,68.92,137.84
661,218,86,3,458.49,1375.47
662,218,23,1,247.28,247.28
663,218,52,4,268.32,1073.28
664,219,62,1,124,124
665,219,84,1,463.93,463.93
666,219,1,4,260.57,1042.28
667,219,22,3,404.82,1214.46
668,219,29,2,319.49,638.98
669,220,93,3,466.68,1400.04
670,220,83,3,261.57,784.71
671,220,100,4,445.88,1783.52
672,220,95,3,324.44,973.32
673,220,10,3,104.69,314.07
674,221,68,2,454.12,908.24
675,221,36,5,274.9,1374.5
676,221,83,5,261.57,1307.85
677,222,73,5,292.48,1462.4
678,222,12,5,155.89,779.45
679,223,20,3,44.45,133.35
680,223,65,1,448.5,448.5
681,224,62,5,124,620
682,224,32,2,222.65,445.3
683,224,43,2,301.83,603.66
684,224,45,1,425.62,425.62
685,224,76,2,24.32,48.64
686,225,33,3,119.79,359.37
687,225,48,2,185.45,370.9
688,225,79,1,371.19,371.19
689,225,41,5,61.76,308.8
690,226,48,2,185.45,370.9
691,226,47,4,252.09,1008.36
692,226,16,1,326.89,326.89
693,226,23,1,247.28,247.28
694,227,66,1,57.69,57.69
695,227,61,1,198.14,198.14
696,227,32,2,222.65,445.3
697,228,97,5,128.06,640.3
698,228,12,5,155.89,779.45
699,228,16,4,326.89,1307.56
700,228,10,5,104.69,523.45
701,228,36,5,274.9,1374.5
702,229,19,1,475.4,475.4
703,230,79,2,371.19,742.38
704,230,61,3,198.14,594.42
705,231,71,5,120.07,600.35
706,231,43,4,301.83,1207.32
707,231,7,1,193.83,193.83
708,232,40,5,240.44,1202.2
709,233,8,4,490.88,1963.52
710,233,38,5,236.98,1184.9
711,234,90,1,408.87,408.87
712,234,33,2,119.79,239.58
713,235,100,5,445.88,2229.4
714,235,11,2,80.79,161.58
715,235,43,2,301.83,603.66
716,235,10,3,104.69,314.07
717,236,61,5,198.14,990.7
718,236,43,1,301.83,301.83
719,237,87,5,62.98,314.9
720,237,41,1,61.76,61.76
721,237,76,4,24.32,97.28
722,238,60,4,406.54,1626.16
723,238,100,3,445.88,1337.64
724,239,89,2,31.13,62.26
725,239,13,5,82.49,412.45
726,239,14,4,126.22,504.88
727,239,63,4,35.03,140.12
728,240,44,2,33.27,66.54
729,240,30,5,30.68,153.4
730,240,46,4,344.76,1379.04
731,240,41,4,61.76,247.04
732,241,74,2,194.94,389.88
733,241,26,4,340.88,1363.52
734,241,48,4,185.45,741.8
735,242,43,4,301.83,1207.32
736,242,66,4,57.69,230.76
737,243,91,4,212.53,850.12
738,243,54,5,253.69,1268.45
739,243,34,3,194.52,583.56
740,243,73,3,292.48,877.44
741,243,44,3,33.27,99.81
742,244,29,1,319.49,319.49
743,244,98,1,489.85,489.85
744,244,20,2,44.45,88.9
745,244,86,5,458.49,2292.45
746,245,100,5,445.88,2229.4
747,246,67,5,311.43,1557.15
748,247,68,5,454.12,2270.6
749,247,95,4,324.44,1297.76
750,247,16,4,326.89,1307.56
751,247,54,5,253.69,1268.45
752,247,6,5,277.3,1386.5
753,248,23,2,247.28,494.56
754,248,97,3,128.06,384.18
755,249,56,3,470.14,1410.42
756,250,63,3,35.03,105.09
757,250,62,5,124,620
758,250,32,2,222.65,445.3
759,250,69,3,164.06,492.18
760,250,15,3,480.15,1440.45
761,251,25,1,192.51,192.51
762,252,69,3,164.06,492.18
763,253,63,2,35.03,70.06
764,253,56,5,470.14,2350.7
765,254,98,5,489.85,2449.25
766,255,90,4,408.87,1635.48
767,255,89,2,31.13,62.26
768,256,10,1,104.69,104.69
769,257,53,2,81.62,163.24
770,257,30,3,30.68,92.04
771,258,46,1,344.76,344.76
772,258,81,4,112.67,450.68
773,259,82,2,384.62,769.24
774,259,49,5,473.45,2367.25
775,259,71,4,120.07,480.28
776,259,93,1,466.68,466.68
777,260,23,2,247.28,494.56
778,261,17,2,68.92,137.84
779,261,90,3,408.87,1226.61
780,261,65,2,448.5,897
781,261,34,2,194.52,389.04
782,262,5,2,478.84,957.68
783,262,72,1,287.49,287.49
784,263,23,4,247.28,989.12
785,264,49,3,473.45,1420.35
786,264,29,1,319.49,319.49
787,264,86,5,458.49,2292.45
788,264,53,2,81.62,163.24
789,265,8,3,490.88,1472.64
790,265,8,2,490.88,981.76
791,265,63,3,35.03,105.09
792,265,24,5,127.52,637.6
793,265,81,5,112.67,563.35
794,266,92,1,266.71,266.71
795,266,54,2,253.69,507.38
796,266,54,4,253.69,1014.76
797,266,15,2,480.15,960.3
798,266,95,1,324.44,324.44
799,267,41,2,61.76,123.52
800,267,97,2,128.06,256.12
801,267,2,4,135.97,543.88
802,268,79,3,371.19,1113.57
803,269,78,1,212.2,212.2
804,269,13,1,82.49,82.49
805,269,81,4,112.67,450.68
806,269,13,3,82.49,247.47
807,269,15,2,480.15,960.3
808,270,26,5,340.88,1704.4
809,271,85,3,280.61,841.83
810,271,21,3,378.89,1136.67
811,271,39,3,379.54,1138.62
812,271,40,3,240.44,721.32
813,272,67,1,311.43,311.43
814,272,92,2,266.71,533.42
815,272,54,5,253.69,1268.45
816,272,63,5,35.03,175.15
817,273,32,4,222.65,890.6
818,273,54,5,253.69,1268.45
819,273,8,3,490.88,1472.64
820,273,30,2,30.68,61.36
821,274,58,5,335.84,1679.2
822,274,45,2,425.62,851.24
823,275,61,4,198.14,792.56
824,275,13,2,82.49,164.98
825,275,69,3,164.06,492.18
826,275,42,1,293.85,293.85
827,276,12,5,155.89,779.45
828,276,76,5,24.32,121.6
829,277,97,2,128.06,256.12
830,277,46,3,344.76,1034.28
831,277,54,5,253.69,1268.45
832,277,47,3,252.09,756.27
833,278,19,3,475.4,1426.2
834,278,67,5,311.43,1557.15
835,279,88,3,325.82,977.46
836,279,36,1,274.9,274.9
837,279,61,1,198.14,198.14
838,280,59,1,53.72,53.72
839,280,60,5,406.54,2032.7
840,280,53,4,81.62,326.48
841,280,57,2,134,268
842,281,33,1,119.79,119.79
843,281,9,3,112.79,338.37
844,282,89,3,31.13,93.39
845,282,34,4,194.52,778.08
846,283,63,1,35.03,35.03
847,283,27,2,419.76,839.52
848,283,36,3,274.9,824.7
849,283,86,3,458.49,1375.47
850,284,74,3,194.94,584.82
851,284,14,5,126.22,631.1
852,284,35,1,223.98,223.98
853,284,25,4,192.51,770.04
854,285,42,4,293.85,1175.4
855,285,51,2,300.89,601.78
856,286,4,2,32.34,64.68
857,287,70,4,396.75,1587
858,287,60,5,406.54,2032.7
859,288,62,3,124,372
860,288,1,3,260.57,781.71
861,289,63,1,35.03,35.03
